loci,chi^2,df,Pr(chi^2 >),Pr.exact
174632:170:-,12.58859045,1,0.000388109,0
174632:186:-,14.29350244,1,0.000156404,0
174674:12:-,70.51635981,1,0,0
174674:76:-,67.89076721,1,2.22E-16,0
174674:129:-,72.34754249,1,0,0
174682:6:-,110.700994,1,0,0
174682:44:-,110.700994,1,0,0
174682:112:-,98.79192923,1,0,0
174779:7:-,39.33124375,1,3.58E-10,0
174779:71:-,13.30742065,1,0.000264358,0
174779:84:-,13.49915674,1,0.000238671,0.001
174779:118:-,44.63085076,1,2.38E-11,0
174779:227:-,14.52406051,1,0.000138381,0
174779:228:-,14.62081795,1,0.000131454,0
174779:264:-,13.41616778,1,0.000249465,0.001
174779:286:-,14.62081795,1,0.000131454,0
174796:45:+,23.73825229,1,1.10E-06,0
174796:57:+,5.355371901,1,0.020658528,0.038
174796:95:+,13.45114557,1,0.000244857,0.001
175179:12:+,21.61851405,1,3.33E-06,0
175179:18:+,21.61851405,1,3.33E-06,0
175179:20:+,21.61851405,1,3.33E-06,0
175179:68:+,21.61851405,1,3.33E-06,0
175179:123:+,110.1220287,1,0,0
175179:137:+,21.61851405,1,3.33E-06,0
175209:95:+,6.085805103,1,0.013627225,0.031
175209:113:+,30.57271421,1,3.22E-08,0
175222:108:-,96.69166804,1,0,0
175222:152:-,2.039213043,1,0.153288932,0.155
175222:172:-,134.9754161,1,0,0
175222:173:-,134.9754161,1,0,0
175408:133:-,60.48883675,1,7.44E-15,0
175430:27:-,9.077665054,1,0.002587502,0.002
175430:53:-,9.422261049,1,0.00214367,0.004
175430:71:-,37.06138951,1,1.14E-09,0
175430:155:-,11.05683004,1,0.000883611,0.002
175430:197:-,0.005371534,1,0.941574753,1
175430:217:-,11.05683004,1,0.000883611,0.001
175523:21:-,22.28216844,1,2.35E-06,0
175523:31:-,20.18869987,1,7.02E-06,0.001
175523:37:-,45.16942363,1,1.81E-11,0
175523:40:-,7.154281719,1,0.007478524,0.006
175523:51:-,20.18869987,1,7.02E-06,0
175523:59:-,20.18869987,1,7.02E-06,0
175523:134:-,21.26417234,1,4.00E-06,0
175523:251:-,44.20854296,1,2.95E-11,0
175523:301:-,68.07084105,1,1.11E-16,0
175564:8:+,0.328398445,1,0.566603667,0.646
175564:119:+,0.000267538,1,0.986949902,1
175587:163:+,32.82466218,1,1.01E-08,0
175587:207:+,2.014686302,1,0.155783465,0.173
175587:223:+,89.25716553,1,0,0
175609:233:-,23.31705833,1,1.37E-06,0
175636:117:-,3.533270823,1,0.060149022,0.101
175636:140:-,1.669103906,1,0.196378602,0.27
175636:339:-,3.487654786,1,0.061828116,0.097
175661:81:+,4.141691248,1,0.041839348,0.062
175710:74:+,0.000392593,1,0.98419179,1
175710:291:+,42.73369641,1,6.27E-11,0
175750:38:+,49.07854541,1,2.46E-12,0
175750:57:+,0.994067672,1,0.318750228,0.269
175750:109:+,48.81984509,1,2.81E-12,0
175750:177:+,103.5108398,1,0,0
175750:224:+,194.8301928,1,0,0
175755:37:+,20.38826664,1,6.32E-06,0
175755:92:+,2.733543377,1,0.098261058,0.109
175755:121:+,40.40866756,1,2.06E-10,0
175769:20:-,18.01425031,1,2.19E-05,0.001
175769:291:-,88.25991975,1,0,0
175779:102:+,0.039854398,1,0.841765534,0.741
175931:41:+,6.530312065,1,0.010605135,0.021
175931:55:+,153.9397528,1,0,0
175931:65:+,0.041131537,1,0.839284234,0.567
175954:9:+,4.141138874,1,0.041853002,0.06
175954:188:+,141.7358619,1,0,0
175954:197:+,142.4198215,1,0,0
175954:201:+,141.2043012,1,0,0
175954:257:+,6.701681466,1,0.009632203,0.006
175957:8:-,67.52626996,1,2.22E-16,0
175957:112:-,132.3349379,1,0,0
175957:206:-,2.346634917,1,0.125553775,0.185
175957:241:-,63.18205025,1,1.89E-15,0
175957:269:-,5.407006533,1,0.02005608,0.044
175957:286:-,63.18205025,1,1.89E-15,0
175985:25:-,64.61200749,1,8.88E-16,0
175985:101:-,16.09433932,1,6.03E-05,0.002
176033:40:-,8.492582325,1,0.003565973,0.013
176084:137:+,26.16911073,1,3.13E-07,0
176084:265:+,168.4944503,1,0,0
176116:29:+,0.917111541,1,0.338234532,0.397
176116:67:+,25.39843143,1,4.66E-07,0
176116:87:+,14.64503385,1,0.000129776,0
176116:109:+,30.29476371,1,3.71E-08,0
176116:118:+,12.67011994,1,0.000371546,0
176116:163:+,12.99590992,1,0.000312172,0
176126:51:-,2.241217585,1,0.134375132,0.142
176126:204:-,23.73100937,1,1.11E-06,0
176151:129:-,0.76,1,0.383328523,0.414
176151:142:-,44.12201449,1,3.09E-11,0
176151:209:-,1.779208507,1,0.182246547,0.188
176181:73:+,0.802505979,1,0.370345178,0.417
176191:51:-,0.631389229,1,0.426846193,0.436
176200:39:+,38.86643194,1,4.54E-10,0
176200:267:+,2.459606263,1,0.116808059,0.172
176200:298:+,4.60641575,1,0.031852543,0.047
176206:86:+,7.413858126,1,0.006472338,0.01
176206:118:+,5.965322135,1,0.014589935,0.026
176206:276:+,9.589411272,1,0.001957027,0.01
176229:95:+,8.650285714,1,0.003270101,0.006
176229:296:+,7.625501418,1,0.005754867,0.023
176329:26:-,17.22655824,1,3.32E-05,0
176329:123:-,38.99691358,1,4.24E-10,0
176329:171:-,15.9507483,1,6.50E-05,0
176345:7:-,9.280748497,1,0.002315748,0.004
176345:145:-,11.75196353,1,0.000607791,0
177106:21:+,24.76654635,1,6.47E-07,0
177106:87:+,26.96048097,1,2.08E-07,0
177106:295:+,6.811652819,1,0.00905649,0.017
177106:300:+,120.0572395,1,0,0
177336:34:+,256.7577773,1,0,0
177336:60:+,20.92096874,1,4.79E-06,0
177336:70:+,55.72620357,1,8.33E-14,0
177336:92:+,46.9261296,1,7.37E-12,0
177336:94:+,37.92049073,1,7.37E-10,0
177336:102:+,59.7142032,1,1.10E-14,0
177336:107:+,209.3497955,1,0,0
177336:135:+,20.50555347,1,5.95E-06,0
177361:33:-,14.74414742,1,0.000123129,0.003
177361:67:-,45.35943557,1,1.64E-11,0
177361:90:-,39.95768267,1,2.60E-10,0
177361:159:-,39.9667958,1,2.58E-10,0
177361:163:-,27.09915325,1,1.93E-07,0
177378:30:-,208.697185,1,0,0
177378:73:-,176.4710839,1,0,0
177378:74:-,93.7651477,1,0,0
177378:79:-,207.2345689,1,0,0
177378:122:-,67.03804555,1,2.22E-16,0
177378:126:-,204.136587,1,0,0
178245:76:-,101.621234,1,0,0
178366:62:-,44.43430859,1,2.63E-11,0
178371:93:+,185.4084353,1,0,0
178371:241:+,100.6132554,1,0,0
178371:243:+,100.6132554,1,0,0
178371:327:+,0.109334988,1,0.740902516,1
178371:334:+,3.068595943,1,0.079818382,0.108
178371:353:+,96.43431062,1,0,0
178391:45:+,0.293218227,1,0.588165557,0.615
178391:51:+,0.29895076,1,0.584540949,0.65
178391:73:+,60.09721707,1,8.99E-15,0
178391:75:+,10.03218896,1,0.001538281,0.003
178391:95:+,21.02467819,1,4.53E-06,0.002
178391:99:+,0.29895076,1,0.584540949,0.636
178478:63:-,17.20640986,1,3.35E-05,0
178478:74:-,8.355415119,1,0.003845396,0.011
178478:126:-,0.010603187,1,0.917985369,0.724
178478:134:-,6.505638607,1,0.010753294,0.016
178478:142:-,99.53846211,1,0,0
178478:167:-,0.00602578,1,0.938125643,1
178478:196:-,0.96377446,1,0.326237734,0.26
178478:205:-,7.530670162,1,0.006065734,0.008
178478:207:-,1.459476906,1,0.227013369,0.209
178478:237:-,99.53846211,1,0,0
178478:249:-,57.64375908,1,3.14E-14,0
178478:252:-,0.648770024,1,0.420552771,0.414
178478:259:-,0.973469058,1,0.323816527,0.283
178478:267:-,16.32180702,1,5.34E-05,0
178496:7:+,22.8199678,1,1.78E-06,0
178496:29:+,1.098375669,1,0.294622853,0.318
178496:85:+,190.7573829,1,0,0
178496:86:+,190.7573829,1,0,0
178496:87:+,190.7573829,1,0,0
178496:113:+,23.78689555,1,1.08E-06,0
178496:125:+,27.9715297,1,1.23E-07,0
178496:126:+,190.7573829,1,0,0
178496:131:+,28.41572626,1,9.79E-08,0
178496:134:+,22.02498786,1,2.69E-06,0
178496:137:+,24.46711394,1,7.56E-07,0
178522:8:+,123.7125326,1,0,0
178522:113:+,52.97218729,1,3.38E-13,0
178908:50:-,12.04629294,1,0.000518955,0.002
178908:52:-,87.92033248,1,0,0
178908:72:-,2.250273841,1,0.13359076,0.133
178908:92:-,138.0423887,1,0,0
178908:202:-,63.24973434,1,1.78E-15,0
178927:76:+,2.978575297,1,0.084373512,0.088
178927:125:+,26.23926858,1,3.02E-07,0
178931:22:+,40.73051829,1,1.75E-10,0
178931:39:+,21.18723321,1,4.17E-06,0
178931:59:+,2.364496484,1,0.124123957,0.146
178931:66:+,18.50442182,1,1.70E-05,0
178931:131:+,0.232078369,1,0.629987013,0.666
178939:6:+,98.23341302,1,0,0
178939:46:+,72.25,1,0,0
178939:60:+,50.45351713,1,1.22E-12,0
178939:64:+,112.9415857,1,0,0
178939:72:+,133.1038571,1,0,0
178939:83:+,115.1895232,1,0,0
178939:124:+,125.0740857,1,0,0
178939:134:+,126.0815876,1,0,0
179129:17:-,105.1597871,1,0,0
179129:142:-,107.1366327,1,0,0
179129:170:-,60.26250219,1,8.33E-15,0
179129:196:-,40.93598066,1,1.57E-10,0
179151:49:+,67.57078562,1,2.22E-16,0
179151:51:+,88.52885417,1,0,0
179151:76:+,83.70177792,1,0,0
179151:104:+,125.3331905,1,0,0
179151:132:+,125.3331905,1,0,0
179380:31:+,5.904711822,1,0.015100436,0.011
179380:34:+,2.073752089,1,0.149852459,0.164
179380:37:+,11.27474702,1,0.000785686,0
179380:49:+,2.024988062,1,0.154730139,0.152
179397:9:+,34.1920187,1,4.99E-09,0
179397:17:+,2.660980651,1,0.102837315,0.108
179397:24:+,18.81845141,1,1.44E-05,0
179397:59:+,27.6909284,1,1.42E-07,0
179397:63:+,20.0954964,1,7.37E-06,0
179397:64:+,20.0954964,1,7.37E-06,0
179700:54:-,30.19991099,1,3.90E-08,0
179700:60:-,130.2304234,1,0,0
179700:65:-,12.9405387,1,0.000321542,0
179700:151:-,17.65013634,1,2.65E-05,0
179779:195:-,13.65561879,1,0.000219583,0
179779:197:-,11.29228244,1,0.000778299,0.004
179891:233:+,4.200606092,1,0.040409534,0.047
179891:357:+,5.226979394,1,0.022239121,0.031
179941:59:-,7.468154591,1,0.006279989,0.012
179941:86:-,5.046071135,1,0.024681843,0.032
179941:125:-,7.555693306,1,0.005982078,0.01
179941:133:-,6.286309928,1,0.012167411,0.01
179941:225:-,33.90807629,1,5.78E-09,0
179941:262:-,8.00239558,1,0.00467155,0.005
180065:127:+,46.63277197,1,8.56E-12,0
180065:244:+,27.59811095,1,1.49E-07,0
180124:112:+,18.88545781,1,1.39E-05,0
180124:280:+,15.49408971,1,8.28E-05,0
180124:281:+,17.07496394,1,3.59E-05,0
180124:283:+,18.0720591,1,2.13E-05,0
180124:351:+,33.33428266,1,7.76E-09,0
180145:72:+,85.75516265,1,0,0
180145:98:+,40.42516017,1,2.04E-10,0
180145:248:+,79.12090304,1,0,0
180152:30:+,13.01654785,1,0.00030875,0.001
180152:43:+,4.522353658,1,0.033454777,0.053
180152:47:+,10.14853862,1,0.001444157,0.002
180152:184:+,29.48369947,1,5.64E-08,0
180152:216:+,16.75418417,1,4.25E-05,0
180152:300:+,43.95606723,1,3.36E-11,0
180152:308:+,46.03984386,1,1.16E-11,0
180206:93:+,10.59300153,1,0.001135165,0
180206:224:+,9.766102191,1,0.001777589,0.001
180378:29:+,0.085006469,1,0.770624066,1
180378:59:+,0.679264151,1,0.409840226,0.393
180378:83:+,0.008377871,1,0.927070906,1
180389:42:+,0.475504087,1,0.490465869,0.475
180403:7:+,29.44482807,1,5.75E-08,0
180447:6:+,30.73165345,1,2.96E-08,0
180447:34:+,16.87421143,1,3.99E-05,0.002
180447:45:+,8.561295874,1,0.003433849,0.003
180447:46:+,8.133432559,1,0.00434564,0.003
180447:69:+,16.87421143,1,3.99E-05,0
180447:73:+,16.67807977,1,4.43E-05,0.002
180447:132:+,7.927089028,1,0.004870008,0.012
180447:136:+,8.561295874,1,0.003433849,0.002
180482:93:-,2.477788166,1,0.115464527,0.145
180482:107:-,17.64555241,1,2.66E-05,0.002
180482:111:-,0.016445438,1,0.89795923,1
180482:112:-,0.016445438,1,0.89795923,1
180482:116:-,2.379226164,1,0.122958442,0.141
180482:164:-,0.709250205,1,0.399692838,0.349
180482:187:-,2.111898231,1,0.146157919,0.155
180482:198:-,0.458055812,1,0.498533996,0.555
180482:215:-,0.516900279,1,0.472166938,0.533
180482:220:-,24.86161813,1,6.16E-07,0
180494:17:+,6.470721312,1,0.010966601,0.017
180494:70:+,9.655320183,1,0.00188804,0.003
180494:87:+,7.668688054,1,0.00561873,0.011
180494:88:+,8.846623884,1,0.002936315,0.003
180494:108:+,7.801796019,1,0.005219433,0.004
180494:156:+,1.108820446,1,0.292338501,0.306
180494:157:+,1.108820446,1,0.292338501,0.325
180506:54:-,3.820028043,1,0.050643391,0.07
180506:73:-,0.210040325,1,0.6467358,1
180506:125:-,0.332232989,1,0.564347172,0.782
180543:25:-,0.845898953,1,0.357715099,0.377
180543:49:-,4.826699675,1,0.028022223,0.04
180543:65:-,10.25030004,1,0.001366624,0.001
180543:177:-,15.18649823,1,9.74E-05,0
180543:188:-,1.806906462,1,0.178879775,0.16
180543:268:-,2.869732685,1,0.09025986,0.087
180544:49:+,15.11107873,1,0.000101367,0.004
180544:95:+,38.78295257,1,4.74E-10,0
180553:7:+,14.85165851,1,0.000116306,0.003
180553:18:+,2.09996678,1,0.147302339,0.154
180553:115:+,3.1063721,1,0.077986492,0.104
180553:116:+,17.41148095,1,3.01E-05,0.002
180644:37:-,24.77075822,1,6.46E-07,0
180644:100:-,23.69012807,1,1.13E-06,0
180644:115:-,2.917806663,1,0.087606871,0.09
180644:133:-,44.07941551,1,3.15E-11,0
180644:135:-,26.58679043,1,2.52E-07,0
180644:140:-,18.44738662,1,1.75E-05,0
180644:200:-,17.40665209,1,3.02E-05,0
180681:21:-,12.27188148,1,0.000459834,0.003
180681:27:-,4.100485318,1,0.042870906,0.039
180681:45:-,7.430202935,1,0.006413811,0.008
180681:48:-,0.496353377,1,0.481106814,0.347
180681:57:-,5.523256837,1,0.018765291,0.027
180681:138:-,11.56082202,1,0.000673561,0.003
180681:145:-,3.417913791,1,0.064492466,0.077
180681:179:-,7.16707661,1,0.007425368,0.011
180681:212:-,17.52220651,1,2.84E-05,0
180681:220:-,14.61566041,1,0.000131815,0
180733:7:-,59.57390842,1,1.18E-14,0
180733:39:-,66.04596341,1,4.44E-16,0
180733:40:-,59.57390842,1,1.18E-14,0
180733:48:-,80.85786507,1,0,0
180733:82:-,59.57390842,1,1.18E-14,0
180733:97:-,82.5308068,1,0,0
180733:99:-,94.78788115,1,0,0
180758:31:+,11.23366673,1,0.000803268,0.011
180758:47:+,26.6879599,1,2.39E-07,0
180758:49:+,26.6879599,1,2.39E-07,0
180758:66:+,25.53041757,1,4.35E-07,0
180758:89:+,6.08317395,1,0.013647536,0.01
180758:92:+,12.93929727,1,0.000321756,0.003
180758:124:+,13.60365575,1,0.000225745,0
180758:125:+,13.60365575,1,0.000225745,0
180758:128:+,5.282475712,1,0.021541098,0.04
180758:134:+,17.63802203,1,2.67E-05,0.001
180758:140:+,32.13241301,1,1.44E-08,0
180763:25:+,10.62441099,1,0.001116045,0
180763:65:+,1.329079066,1,0.248969119,0.265
180763:75:+,1.329079066,1,0.248969119,0.273
180763:94:+,1.566540462,1,0.210710135,0.207
180763:121:+,0.314811681,1,0.574742446,0.513
180763:126:+,0.926220678,1,0.335846909,0.335
180763:143:+,5.13587442,1,0.023436279,0.031
180763:159:+,0.019592738,1,0.888680484,0.59
180763:165:+,4.834682259,1,0.02789278,0.052
180763:195:+,0.359882147,1,0.548571695,0.465
180763:202:+,4.560332199,1,0.032720726,0.047
181768:97:-,12.15943632,1,0.000488401,0.001
181768:122:-,15.86310298,1,6.81E-05,0.001
181829:23:-,50.6333417,1,1.11E-12,0
181829:54:-,43.77366288,1,3.69E-11,0
181829:56:-,30.82456995,1,2.82E-08,0
181829:66:-,28.07520457,1,1.17E-07,0
181829:131:-,14.46843844,1,0.000142528,0.001
182351:33:+,29.20157317,1,6.52E-08,0
182351:91:+,22.00665105,1,2.72E-06,0
182351:132:+,4.667093956,1,0.03074591,0.067
182351:138:+,11.45541938,1,0.000712858,0.006
182713:70:-,113.1003279,1,0,0
182713:117:-,53.41746475,1,2.70E-13,0
182713:241:-,78.458304,1,0,0
182713:248:-,97.92827635,1,0,0
182713:283:-,94.58094326,1,0,0
182713:289:-,94.96154785,1,0,0
182713:308:-,94.96154785,1,0,0
182713:340:-,80.94382047,1,0,0
182834:37:+,14.85569146,1,0.000116057,0
182834:116:+,19.34525303,1,1.09E-05,0
182874:32:+,39.47658332,1,3.32E-10,0
182874:53:+,55.54247591,1,9.15E-14,0
182874:100:+,49.01980398,1,2.53E-12,0
182874:119:+,43.01171195,1,5.44E-11,0
182874:126:+,48.15809837,1,3.93E-12,0
182874:127:+,35.2222563,1,2.94E-09,0
183315:8:+,71.55121622,1,0,0
183315:39:+,65.72992755,1,5.55E-16,0
183315:96:+,46.40909291,1,9.60E-12,0
183315:144:+,54.52414155,1,1.54E-13,0
183315:155:+,18.38529011,1,1.80E-05,0
183315:173:+,51.58412899,1,6.86E-13,0
183315:178:+,51.28783007,1,7.98E-13,0
183315:205:+,59.16749236,1,1.44E-14,0
183566:85:-,19.00532738,1,1.30E-05,0
183566:110:-,252.8900575,1,0,0
183566:123:-,250.0180638,1,0,0
183566:184:-,89.77412371,1,0,0
183566:195:-,22.93915849,1,1.67E-06,0
183566:275:-,22.78711231,1,1.81E-06,0
183566:302:-,32.67080807,1,1.09E-08,0
183719:197:+,108.3189751,1,0,0
183719:275:+,138.5109352,1,0,0
183719:297:+,139.5616968,1,0,0
184044:60:+,112.7633118,1,0,0
184044:155:+,132.3220769,1,0,0
184093:28:-,15.6346822,1,7.68E-05,0
184093:73:-,13.45298647,1,0.000244616,0
184093:278:-,0.052354817,1,0.819015233,0.561
184163:17:+,4.413416839,1,0.035657352,0.047
184163:40:+,44.49501428,1,2.55E-11,0
184163:77:+,24.54644129,1,7.25E-07,0
184163:204:+,22.65524833,1,1.94E-06,0.001
184410:23:-,114.2184698,1,0,0
184410:42:-,76.66029226,1,0,0
184410:67:-,87.59348733,1,0,0
184410:84:-,86.89857046,1,0,0
184410:92:-,101.3008496,1,0,0
184410:94:-,74.13032328,1,0,0
184410:122:-,128.7406129,1,0,0
184410:127:-,83.30825208,1,0,0
184410:140:-,62.44181012,1,2.78E-15,0
184434:7:+,17.17264928,1,3.41E-05,0.001
184434:30:+,38.11686621,1,6.66E-10,0
184434:71:+,3.598248947,1,0.057840465,0.063
184434:76:+,1.781096296,1,0.182014765,0.176
184502:12:-,35.80997984,1,2.18E-09,0
184502:39:-,94.93000243,1,0,0
184502:80:-,11.57227226,1,0.000669426,0.011
184502:93:-,58.42257565,1,2.11E-14,0
184514:18:-,122.7759915,1,0,0
184514:203:-,145.0789466,1,0,0
184522:27:-,73.78007958,1,0,0
184522:56:-,80.85022185,1,0,0
184522:61:-,11.98892596,1,0.000535176,0.001
184522:74:-,0.008584807,1,0.926178255,1
185126:48:+,10.81853587,1,0.001004889,0.01
185126:63:+,10.87624544,1,0.000974055,0.005
185126:93:+,10.81853587,1,0.001004889,0.007
185126:127:+,0.823140137,1,0.364263661,0.32
185183:37:+,19.20425578,1,1.17E-05,0
185218:253:+,61.12785378,1,5.33E-15,0
185218:275:+,13.3220171,1,0.000262308,0.001
185219:38:-,1.227030606,1,0.267985293,0.253
185219:60:-,1.778963307,1,0.182276678,0.173
185219:66:-,1.778963307,1,0.182276678,0.155
185219:85:-,1.776448993,1,0.182585975,0.177
185219:98:-,0.209254102,1,0.647352661,0.648
185219:101:-,2.70186981,1,0.100230635,0.088
185219:122:-,1.227030606,1,0.267985293,0.246
185221:12:+,3.574039329,1,0.058689386,0.075
185221:51:+,33.97495865,1,5.58E-09,0
185221:105:+,0.738785598,1,0.390050172,0.451
185221:177:+,5.213832622,1,0.022407886,0.06
185221:193:+,2.090602637,1,0.148207597,0.15
185221:211:+,0.019764603,1,0.888196504,1
185221:214:+,1.173990309,1,0.278582854,0.254
185268:92:-,84.13038415,1,0,0
185268:98:-,10.94681734,1,0.000937645,0.001
185268:272:-,8.081058967,1,0.00447303,0.011
185268:291:-,10.34585607,1,0.001297657,0.001
185268:319:-,21.24738689,1,4.04E-06,0.001
185268:364:-,1.407678924,1,0.235442088,0.27
185268:366:-,1.363838756,1,0.242873298,0.273
185293:96:-,56.74378378,1,4.96E-14,0
185293:118:-,29.51472245,1,5.55E-08,0
185293:124:-,52.67782971,1,3.93E-13,0
185293:306:-,10.37702877,1,0.001275929,0.008
185293:349:-,46.03534321,1,1.16E-11,0
185301:8:-,21.18822369,1,4.16E-06,0
185301:32:-,12.12112846,1,0.000498537,0.003
185301:49:-,21.18822369,1,4.16E-06,0
185301:58:-,0.042574533,1,0.836528482,0.575
185301:75:-,0.917605433,1,0.338104494,1
185301:117:-,31.45470267,1,2.04E-08,0
185301:221:-,18.90930815,1,1.37E-05,0
185301:286:-,12.04487563,1,0.00051935,0.001
185301:306:-,0.210598913,1,0.646298387,1
185301:324:-,1.088559572,1,0.296790582,0.301
185335:41:-,9.246184943,1,0.002359865,0.004
185335:47:-,9.246184943,1,0.002359865,0.002
185335:53:-,12.00780683,1,0.000529782,0.006
185335:105:-,7.706462123,1,0.005502349,0.032
185335:185:-,36.257181,1,1.73E-09,0
185335:192:-,25.36592727,1,4.74E-07,0
185342:69:-,4.212570578,1,0.040125487,0.062
185342:85:-,9.126315789,1,0.002519586,0.003
185342:89:-,8.944947144,1,0.002782381,0.004
185342:140:-,9.295019831,1,0.002297777,0.014
185342:171:-,13.88479932,1,0.000194364,0.001
185342:211:-,4.574248084,1,0.032455987,0.066
185342:227:-,20.31036147,1,6.58E-06,0
185342:228:-,1.414375612,1,0.234331373,0.615
185342:237:-,2.074920618,1,0.14973773,0.171
185342:253:-,9.34595496,1,0.002234782,0.012
185342:266:-,10.7602099,1,0.001037056,0.007
185911:28:-,117.9804349,1,0,0
185911:29:-,117.9804349,1,0,0
185911:33:-,38.69482433,1,4.96E-10,0
185911:120:-,94.81064004,1,0,0
185911:127:-,153.850442,1,0,0
185911:216:-,160.1509683,1,0,0
185911:240:-,156.3901573,1,0,0
185911:284:-,41.57665404,1,1.13E-10,0
185911:285:-,128.8853013,1,0,0
186078:64:-,58.66272191,1,1.88E-14,0
186078:86:-,42.52650683,1,6.97E-11,0
186078:185:-,79.56317737,1,0,0
186078:198:-,112.4706987,1,0,0
186078:221:-,107.4429447,1,0,0
186786:9:-,176.076183,1,0,0
186786:68:-,176.5354426,1,0,0
186786:101:-,242.0456504,1,0,0
186786:135:-,242.0456504,1,0,0
186815:47:+,62.52466369,1,2.66E-15,0
187257:14:+,72.30887854,1,0,0
187257:32:+,65.283034,1,6.66E-16,0
187257:61:+,93.94601341,1,0,0
187257:100:+,99.11061106,1,0,0
187257:111:+,78.62957083,1,0,0
187257:165:+,97.59258905,1,0,0
187257:217:+,65.2355248,1,6.66E-16,0
187257:224:+,51.06210439,1,8.95E-13,0
187257:265:+,109.0498534,1,0,0
187682:12:+,28.75265336,1,8.22E-08,0
187682:26:+,33.91235512,1,5.77E-09,0
187682:42:+,50.95274648,1,9.46E-13,0
187682:73:+,34.3357213,1,4.64E-09,0
187682:110:+,53.30700789,1,2.85E-13,0
187682:128:+,36.85693211,1,1.27E-09,0
187682:132:+,43.77366288,1,3.69E-11,0
187921:29:+,92.32752997,1,0,0
187921:114:+,48.95589882,1,2.62E-12,0
187921:172:+,73.09151222,1,0,0
187921:179:+,228.8347492,1,0,0
187922:10:+,42.66650441,1,6.49E-11,0
187922:11:+,19.86719831,1,8.30E-06,0
187922:22:+,5.336724021,1,0.020880678,0.03
187922:39:+,168.7410255,1,0,0
187922:92:+,38.08264463,1,6.78E-10,0
187922:132:+,9.25749774,1,0.002345332,0.006
188352:36:-,223.9087155,1,0,0
188352:65:-,38.82458592,1,4.64E-10,0
188352:138:-,56.83672384,1,4.74E-14,0
188425:55:-,13.50316035,1,0.000238162,0.002
188425:61:-,12.26371224,1,0.000461852,0.011
188425:149:-,0.142826625,1,0.705486979,0.667
188521:8:-,146.0639217,1,0,0
188521:39:-,13.44140552,1,0.000246131,0.009
188521:41:-,46.29159645,1,1.02E-11,0
188521:45:-,31.00712937,1,2.57E-08,0
188521:53:-,94.91908476,1,0,0
188521:83:-,28.21512457,1,1.09E-07,0
188643:92:-,204.1199576,1,0,0
188643:103:-,214.1683862,1,0,0
188643:124:-,17.43247136,1,2.98E-05,0
188646:48:-,40.35999834,1,2.11E-10,0
188646:55:-,256.0076395,1,0,0
188646:108:-,35.73189063,1,2.26E-09,0
188646:175:-,56.1143505,1,6.84E-14,0
188646:258:-,42.8079486,1,6.04E-11,0
188646:262:-,244.4568069,1,0,0
188663:72:-,11.02933825,1,0.000896812,0.002
188663:84:-,228.4435661,1,0,0
188663:173:-,15.56649269,1,7.97E-05,0
188663:174:-,4.588738582,1,0.032182691,0.069
